												
"Stock Market Data Used in ""Irrational Exuberance"" Princeton University Press, 2000, 2005, 2015, updated"										Cyclically		
Robert J. Shiller 										Adjusted		
										Price		
				  Consumer						Earnings		
	S&P			Price		Long				Ratio		
	Comp.	Dividend	Earnings	Index	Date  	Interest	Real	Real	Real	P/E10 or		
Date	P	D	E	CPI	Fraction	Rate GS10	Price	Dividend	Earnings	CAPE		
1890.1	5.08	0.22	0.29	8.09	1890.79	3.57	158.70	6.87	9.11	15.48		
1890.11	4.71	0.22	0.29	7.90	1890.87	3.59	150.69	7.04	9.30	14.75		
1890.12	4.60	0.22	0.29	7.90	1890.96	3.60	147.17	7.04	9.28	14.44		
1891.01	4.84	0.22	0.29	7.80	1891.04	3.62	156.74	7.12	9.53	15.43		
1891.02	4.90	0.22	0.30	7.90	1891.12	3.62	156.77	7.04	9.54	15.48		
1891.03	4.81	0.22	0.30	7.99	1891.21	3.62	152.06	6.95	9.56	15.05		
1891.04	4.97	0.22	0.31	8.09	1891.29	3.62	155.27	6.87	9.58	15.41		
1891.05	4.95	0.22	0.31	7.99	1891.37	3.61	156.48	6.95	9.83	15.57		
1891.06	4.85	0.22	0.32	7.80	1891.46	3.61	157.06	7.12	10.20	15.66		
1891.07	4.77	0.22	0.32	7.71	1891.54	3.61	156.38	7.21	10.46	15.62		
1891.08	4.93	0.22	0.32	7.71	1891.62	3.61	161.62	7.21	10.60	16.16		
1891.09	5.33	0.22	0.33	7.61	1891.71	3.61	176.92	7.30	10.87	17.71		
1891.1	5.33	0.22	0.33	7.61	1891.79	3.61	176.92	7.30	11.01	17.72		
1891.11	5.25	0.22	0.34	7.52	1891.87	3.60	176.47	7.40	11.29	17.67		
1891.12	5.41	0.22	0.34	7.52	1891.96	3.60	181.85	7.40	11.43	18.21		
1892.01	5.51	0.22	0.34	7.33	1892.04	3.60	190.02	7.65	11.81	19.02		
1892.02	5.52	0.22	0.35	7.33	1892.12	3.61	190.37	7.70	11.90	19.04		
1892.03	5.58	0.23	0.35	7.14	1892.21	3.63	197.57	7.97	12.30	19.74		
1892.04	5.57	0.23	0.35	7.04	1892.29	3.64	199.88	8.14	12.56	19.94		
1892.05	5.57	0.23	0.35	7.04	1892.37	3.65	199.88	8.19	12.65	19.91		
1892.06	5.54	0.23	0.36	7.04	1892.46	3.66	198.80	8.25	12.74	19.77		
1892.07	5.54	0.23	0.36	7.23	1892.54	3.68	193.57	8.10	12.49	19.21		
1892.08	5.62	0.23	0.36	7.33	1892.62	3.69	193.82	8.05	12.42	19.20		
1892.09	5.48	0.24	0.36	7.33	1892.71	3.70	188.99	8.10	12.50	18.69		
1892.1	5.59	0.24	0.37	7.33	1892.79	3.71	192.78	8.16	12.59	19.04		
1892.11	5.57	0.24	0.37	7.52	1892.87	3.73	187.23	8.01	12.35	18.46		
1892.12	5.51	0.24	0.37	7.61	1892.96	3.74	182.90	7.97	12.28	18.01		
1893.01	5.61	0.24	0.36	7.90	1893.04	3.75	179.49	7.70	11.54	17.66		
1893.02	5.51	0.24	0.35	7.99	1893.12	3.75	174.19	7.64	11.12	17.13		
1893.03	5.31	0.24	0.34	7.80	1893.21	3.74	171.96	7.85	11.09	16.90		
1893.04	5.31	0.24	0.33	7.71	1893.29	3.74	174.08	7.98	10.93	17.10		
1893.05	4.84	0.24	0.32	7.61	1893.37	3.73	160.66	8.11	10.76	15.78		
1893.06	4.61	0.25	0.32	7.42	1893.46	3.73	156.95	8.34	10.72	15.42		
1893.07	4.18	0.25	0.31	7.23	1893.54	3.73	146.05	8.59	10.68	14.35		
1893.08	4.08	0.25	0.30	6.95	1893.62	3.72	148.42	8.97	10.79	14.59		
1893.09	4.37	0.25	0.29	7.23	1893.71	3.72	152.69	8.65	10.05	15.01		
1893.1	4.50	0.25	0.28	7.33	1893.79	3.71	155.19	8.56	9.60	15.27		
1893.11	4.57	0.25	0.27	7.14	1893.87	3.71	161.81	8.82	9.53	15.94		
1893.12	4.41	0.25	0.26	7.04	1893.96	3.70	158.25	8.97	9.33	15.61		
1894.01	4.32	0.25	0.25	6.85	1894.04	3.70	159.33	9.10	9.28	15.74		
1894.02	4.38	0.24	0.24	6.76	1894.12	3.68	163.82	9.10	9.10	16.20		
1894.03	4.51	0.24	0.24	6.57	1894.21	3.66	173.57	9.24	9.04	17.19		
